name,accept_rate,outstate,enroll,grad_rate,private,is_elite
Mount Union College,0.8290076335877863,12250,458,81,Yes,Not Elite
Mount Vernon Nazarene College,0.9509803921568627,7400,334,58,Yes,Not Elite
Muhlenberg College,0.7288606589916634,16975,462,83,Yes,Not Elite
Murray State University,0.8584269662921349,4738,1190,52,No,Not Elite
Muskingum College,0.8313796212804329,13240,375,73,Yes,Not Elite
National-Louis University,0.6764132553606238,9090,279,71,Yes,Not Elite
Nazareth College of Rochester,0.8426610348468849,10850,266,61,Yes,Not Elite
New Jersey Institute of Technology,0.6471527408195848,8832,483,72,No,Not Elite
New Mexico Institute of Mining and Tech.,0.7636594663278272,5376,233,34,No,Not Elite
New York University,0.5328821538914227,17748,2505,71,Yes,Elite
Newberry College,0.8279816513761468,10194,154,83,Yes,Not Elite
Niagara University,0.809009009009009,10320,467,65,Yes,Elite
North Adams State College,0.6429942418426103,5542,240,57,No,Not Elite
North Carolina A. & T. State University,0.6423372842586816,6806,1429,44,No,Not Elite
North Carolina State University at Raleigh,0.6642843708858379,8400,3176,62,No,Not Elite
North Carolina Wesleyan College,0.8485221674876847,8242,195,52,Yes,Not Elite
North Central College,0.7843833185448092,11718,308,76,Yes,Not Elite
North Dakota State University,0.773921832884097,5834,1610,42,No,Not Elite
North Park College,0.7763440860215054,12580,176,74,Yes,Not Elite
Northeast Missouri State University,0.7577814569536424,4856,1620,76,No,Not Elite
Northeastern University,0.7135534829005966,13380,2517,46,Yes,Not Elite
Northern Arizona University,0.8370395518587677,6746,1973,41,No,Not Elite
Northern Illinois University,0.6742947879693629,7799,2397,56,No,Not Elite
Northwest Missouri State University,0.9289116892634665,3735,1257,54,No,Not Elite
Northwest Nazarene College,0.8344155844155844,9840,385,58,Yes,Not Elite
Northwestern College,0.9430232558139535,9900,366,68,Yes,Not Elite
Northwestern University,0.4231426478964928,16404,1902,92,Yes,Elite
Norwich University,0.9323006310958118,14134,626,63,Yes,Not Elite
Notre Dame College,0.8548812664907651,9990,107,33,Yes,Not Elite
Oakland University,0.8487339690891155,9114,1173,53,No,Not Elite
Oberlin College,0.5791125994139807,19670,678,83,Yes,Not Elite
Occidental College,0.5675559380378657,16560,370,79,Yes,Elite
Oglethorpe University,0.8194444444444444,12900,186,67,Yes,Elite
Ohio Northern University,0.797683923705722,15990,669,83,Yes,Not Elite
Ohio University,0.7527896217000817,7629,3183,64,No,Not Elite
Ohio Wesleyan University,0.776255707762557,16732,458,75,Yes,Not Elite
Oklahoma Baptist University,0.8984168865435356,5390,484,50,Yes,Not Elite
Oklahoma Christian University,0.9858247422680413,6400,351,45,Yes,Not Elite
Oklahoma State University,0.8653250773993808,5336,2181,48,No,Not Elite
Otterbein College,0.80548128342246,12888,428,87,Yes,Not Elite
Ouachita Baptist University,0.8494505494505494,6530,450,65,Yes,Not Elite
Our Lady of the Lake University,0.5788561525129983,8530,295,37,Yes,Not Elite
Pace University,0.45421511627906974,11e3,1522,62,Yes,Not Elite
Pacific Lutheran University,0.8683718028696195,13312,504,83,Yes,Not Elite
Pacific Union College,0.7106382978723405,11925,385,69,Yes,Not Elite
Pacific University,0.9003181336161188,14210,288,42,Yes,Not Elite
Pembroke State University,0.8199152542372882,6360,440,48,No,Not Elite
Pennsylvania State Univ. Main Campus,0.5355423246181724,10645,3450,63,No,Not Elite
Pepperdine University,0.5331065166186862,18200,680,66,Yes,Elite
Peru State College,0.7146932952924394,2580,458,44,No,Not Elite
Pfeiffer College,0.7768496420047732,8640,159,48,Yes,Not Elite
Philadelphia Coll. of Textiles and Sci.,0.8185955786736021,11690,468,68,Yes,Not Elite
Phillips University,0.8323699421965318,10500,174,39,Yes,Not Elite
Piedmont College,0.8476621417797888,5640,127,31,Yes,Not Elite
Pikeville College,0.9900990099009901,6e3,169,61,Yes,Not Elite
Pitzer College,0.556045895851721,17688,220,73,Yes,Not Elite
Point Loma Nazarene College,0.8491965389369592,10178,428,54,Yes,Not Elite
Point Park College,0.8502857142857143,9700,207,66,Yes,Not Elite
Polytechnic University,0.7482332155477032,16200,302,62,Yes,Elite
Prairie View A. and M. University,0.928898128898129,4290,1061,35,No,Not Elite
Presbyterian College,0.7689463955637708,11859,302,85,Yes,Not Elite
Princeton University,0.15448630655167198,19900,1153,99,Yes,Elite
Providence College,0.651099435687877,14400,973,96,Yes,Not Elite
Purdue University at West Lafayette,0.8596587782058338,9556,5874,67,No,Not Elite
Queens College,0.7596899224806202,11020,154,58,Yes,Not Elite
Quincy University,0.6897560975609756,10100,297,80,Yes,Not Elite
Quinnipiac College,0.580010775862069,12030,806,86,Yes,Not Elite
Radford University,0.858295334970186,6684,1742,62,No,Not Elite
Ramapo College of New Jersey,0.4583333333333333,4449,362,47,No,Not Elite
Randolph-Macon College,0.7481648785996612,13840,306,74,Yes,Not Elite
Randolph-Macon Woman's College,0.8850574712643678,13970,169,68,Yes,Not Elite
Reed College,0.7304170905391658,19960,327,68,Yes,Not Elite
Regis College,0.9016393442622951,12700,143,84,Yes,Not Elite
Rensselaer Polytechnic Institute,0.8336669335468375,17475,936,70,Yes,Elite
Rhodes College,0.7953953084274544,15200,391,77,Yes,Elite
Rider University,0.6759620747350809,13250,730,70,Yes,Not Elite
Ripon College,0.8534923339011925,15200,211,64,Yes,Not Elite
Rivier College,0.7975206611570248,9870,141,81,Yes,Not Elite
Roanoke College,0.8037718904355635,13425,437,72,Yes,Not Elite
Rockhurst College,0.9176470588235294,9490,345,79,Yes,Not Elite
Rocky Mountain College,0.7,8734,270,68,Yes,Not Elite
Roger Williams University,0.8486682808716707,12520,679,61,Yes,Not Elite
Rollins College,0.6477208778840743,16425,382,90,Yes,Not Elite
Rosary College,0.7396313364055299,10950,141,81,Yes,Not Elite
Rowan College of New Jersey,0.37460732984293194,4356,695,51,No,Not Elite
Rutgers at New Brunswick,0.5474695388198112,7410,4520,77,No,Not Elite
Rutgers State University at Camden,0.5204991087344029,7411,232,57,No,Not Elite
Rutgers State University at Newark,0.46499567847882456,7410,499,58,No,Not Elite
Sacred Heart University,0.8218465539661899,11070,509,82,Yes,Not Elite
Saint Ambrose University,0.8004459308807135,10450,276,70,Yes,Not Elite
Saint Anselm College,0.7412887828162291,12950,514,97,Yes,Not Elite
Saint Cloud State University,0.8325358851674641,4259,1921,58,No,Not Elite
Saint Francis College IN,0.7793427230046949,8670,85,48,Yes,Not Elite
Saint Francis College,0.7877629063097514,10880,284,69,Yes,Not Elite
Saint John's University,0.857449088960343,12247,444,70,Yes,Not Elite
Saint Joseph's College IN,0.7434782608695653,11200,225,67,Yes,Not Elite
Saint Joseph's College,0.8187274909963985,9985,217,85,Yes,Not Elite
Saint Joseph's University,0.7951568082572449,12750,776,83,Yes,Not Elite
Saint Joseph College,0.8253424657534246,12200,96,76,Yes,Not Elite
Saint Louis University,0.8667273831208258,11690,956,67,Yes,Not Elite
Saint Mary's College,0.8265765765765766,12730,393,98,Yes,Not Elite
Saint Mary's College of Minnesota,0.9155251141552512,10800,367,78,Yes,Not Elite
Saint Mary-of-the-Woods College,0.8666666666666667,10300,88,75,Yes,Not Elite
Saint Michael's College,0.7225130890052356,13030,463,84,Yes,Not Elite
Saint Olaf College,0.7442170818505338,14350,745,83,Yes,Not Elite
Saint Peter's College,0.8798256537982565,9408,530,53,Yes,Not Elite
Saint Vincent College,0.85,10850,278,88,Yes,Not Elite
Saint Xavier University,0.824203821656051,10860,295,55,Yes,Not Elite
Salem-Teikyo University,0.7852760736196319,10575,120,98,Yes,Not Elite
Salem College,0.8477611940298507,10475,132,60,Yes,Not Elite
Salisbury State University,0.543168880455408,5130,736,56,No,Not Elite
Samford University,0.8303571428571429,8236,691,61,Yes,Not Elite
San Diego State University,0.7466496490108487,8384,2151,41,No,Not Elite
Santa Clara University,0.6914655386912167,13584,888,100,Yes,Not Elite
Sarah Lawrence College,0.5565217391304348,19300,263,83,Yes,Elite
Savannah Coll. of Art and Design,0.6203787195671776,8325,386,55,Yes,Not Elite
Schreiner College,0.7071917808219178,8955,131,52,Yes,Not Elite
Scripps College,0.7391812865497076,17238,139,73,Yes,Elite
Seattle Pacific University,0.8588334742180896,12669,411,66,Yes,Not Elite
Seattle University,0.7281323877068558,12825,494,89,Yes,Not Elite
Seton Hall University,0.7790646853146853,12e3,1e3,64,Yes,Not Elite
Seton Hill College,0.8482905982905983,11240,197,71,Yes,Not Elite
Shippensburg University of Penn.,0.5639394981093159,7844,1116,72,No,Not Elite
Shorter College,0.8240740740740741,7210,165,58,Yes,Not Elite
Siena College,0.6524822695035462,10800,628,100,Yes,Not Elite
Siena Heights College,0.9030172413793104,9240,183,47,Yes,Not Elite
Simmons College,0.7796610169491526,16160,295,79,Yes,Not Elite
Simpson College,0.8582677165354331,11250,300,70,Yes,Not Elite
Sioux Falls College,0.9153318077803204,8990,211,48,Yes,Not Elite
Skidmore College,0.6354530631260191,18710,591,81,Yes,Not Elite
Smith College,0.5463247863247863,18820,632,90,Yes,Elite
South Dakota State University,0.9223370146063413,3811,1701,67,No,Not Elite
Southeast Missouri State University,0.8198158702323542,4680,1408,45,No,Not Elite
Southeastern Oklahoma State Univ.,0.8557457212713936,3738,447,53,No,Not Elite
Southern California College,0.8831168831168831,9520,193,43,Yes,Not Elite
Southern Illinois University at Edwardsville,0.8641732283464567,5472,994,43,No,Not Elite
Southern Methodist University,0.8033015577772611,12772,1166,72,Yes,Not Elite
Southwest Baptist University,1,7070,642,71,Yes,Not Elite
Southwest Missouri State University,0.8587773782281791,4740,3204,56,No,Not Elite
Southwest State University,0.8958930276981852,4285,511,51,No,Not Elite
Southwestern Adventist College,0.9906542056074766,7536,172,36,Yes,Not Elite
Southwestern College,0.7276995305164319,7200,75,52,Yes,Not Elite
Southwestern University,0.7331189710610932,11850,352,67,Yes,Not Elite
Spalding University,0.7102473498233216,8400,97,89,Yes,Not Elite
Spelman College,0.3331537840021546,7e3,443,65,Yes,Not Elite
Spring Arbor College,0.9731182795698925,8600,181,49,Yes,Not Elite
St. Bonaventure University,0.8817998656816656,10456,375,78,Yes,Not Elite
St. John's College,0.8606811145510835,16150,122,64,Yes,Not Elite
St. John Fisher College,0.7777777777777778,10570,354,66,Yes,Not Elite
St. Lawrence University,0.6610969851071559,18720,505,85,Yes,Not Elite
St. Martin's College,0.8638743455497382,11550,63,40,Yes,Not Elite
St. Mary's College of California,0.6095346197502838,13332,465,78,Yes,Not Elite
St. Mary's College of Maryland,0.5186567164179104,6800,285,63,No,Not Elite
St. Mary's University of San Antonio,0.8205953338696702,8678,414,72,Yes,Not Elite
St. Norbert College,0.931784107946027,12140,568,88,Yes,Not Elite
St. Paul's College,0.8924731182795699,5e3,243,45,Yes,Not Elite
St. Thomas Aquinas College,0.7073170731707317,8650,215,67,Yes,Not Elite
Stephens College,0.9,13900,194,59,Yes,Not Elite
Stetson University,0.7880539499036608,12315,489,73,Yes,Not Elite
Stevens Institute of Technology,0.706447963800905,16900,380,79,Yes,Elite
Stockton College of New Jersey,0.39288380194078126,3040,710,64,No,Not Elite
Stonehill College,0.6308283049917718,12170,585,97,Yes,Not Elite
SUNY at Albany,0.6799231224127735,6550,1843,74,No,Not Elite
SUNY at Binghamton,0.42632925395837656,6550,1757,80,No,Elite
SUNY at Buffalo,0.6415985105392645,6550,3087,56,No,Not Elite
SUNY at Stony Brook,0.5569852941176471,6550,1724,57,No,Not Elite
SUNY College  at Brockport,0.48862078420619687,6550,904,49,No,Not Elite
SUNY College  at Oswego,0.5695,6550,1464,63,No,Not Elite
SUNY College at Buffalo,0.6609627679578789,6550,1025,42,No,Not Elite
SUNY College at Cortland,0.44612068965517243,6550,1036,53,No,Not Elite
SUNY College at Fredonia,0.5737133483698995,6550,814,66,No,Not Elite
SUNY College at Geneseo,0.5305885089555711,6550,1143,76,No,Elite
SUNY College at New Paltz,0.42969401119180856,6550,656,53,No,Not Elite
SUNY College at Plattsburgh,0.6457019282753649,6550,853,65,No,Not Elite
SUNY College at Potsdam,0.7266666666666667,6840,650,59,No,Not Elite
SUNY College at Purchase,0.5965077866918358,6550,390,46,No,Not Elite
Susquehanna University,0.7213740458015268,16130,465,90,Yes,Not Elite
Sweet Briar College,0.8701298701298701,14500,146,61,Yes,Not Elite
Syracuse University,0.6929464541376348,15150,2442,67,Yes,Not Elite
Tabor College,0.7120622568093385,7850,109,53,Yes,Not Elite
Talladega College,0.33982782057091077,5666,335,46,Yes,Not Elite
Taylor University,0.6172979084228377,10965,437,98,Yes,Not Elite
Tennessee Wesleyan College,0.7844827586206896,7070,99,36,Yes,Not Elite
Texas A&M Univ. at College Station,0.7267514163327345,5130,6392,69,No,Not Elite
Texas A&M University at Galveston,0.9092627599243857,4860,243,43,No,Not Elite
Texas Christian University,0.7518925518925519,8490,1195,64,Yes,Not Elite
Texas Lutheran College,0.8511066398390342,7850,215,50,Yes,Not Elite
Texas Southern University,0.7468354430379747,7860,2604,10,No,Not Elite
Texas Wesleyan University,0.8462837837837838,6400,279,43,Yes,Not Elite
The Citadel,0.828,7070,611,84,No,Not Elite
Thiel College,0.8240901213171578,11172,253,60,Yes,Not Elite
Tiffin University,0.8686390532544379,7600,254,39,Yes,Not Elite
Transylvania University,0.9604743083003953,10900,244,70,Yes,Elite
Trenton State College,0.45854819516065054,5391,944,81,No,Elite
Tri-State University,0.873217115689382,9456,276,65,Yes,Not Elite
Trinity College CT,0.5879659908436887,18810,478,91,Yes,Not Elite
Trinity College DC,0.7651821862348178,11412,100,96,Yes,Not Elite
Trinity College VT,0.8333333333333334,11010,91,78,Yes,Not Elite
Trinity University,0.7496907216494846,12240,601,93,Yes,Elite
Tulane University,0.7287075216834921,19040,1223,74,Yes,Not Elite
Tusculum College,0.5942492012779552,7700,145,52,Yes,Not Elite
Tuskegee University,0.8059108954565505,6735,611,65,Yes,Not Elite
Union College KY,0.7933884297520661,7800,177,64,Yes,Not Elite
Union College NY,0.4898426323319027,18732,528,88,Yes,Not Elite
Univ. of Wisconsin at OshKosh,0.6041666666666666,6874,1515,56,No,Not Elite
University of Alabama at Birmingham,0.7011686143572621,4440,938,33,No,Not Elite
University of Arkansas at Fayetteville,0.960741885625966,5028,2133,39,No,Not Elite
University of California at Berkeley,0.4152367533839883,11648,3215,78,No,Elite
University of California at Irvine,0.6863931711045993,12024,2478,66,No,Elite
University of Central Florida,0.42356140853134844,6618,1918,46,No,Not Elite
University of Charleston,0.7844574780058651,9500,204,57,Yes,Not Elite
University of Chicago,0.47243226212980466,18930,922,90,Yes,Elite
University of Cincinnati,0.8100656455142232,8907,2408,54,No,Not Elite
University of Connecticut at Storrs,0.7382639958911146,11656,2064,71,No,Not Elite
University of Dallas,0.8634361233480177,10760,246,63,Yes,Not Elite
University of Dayton,0.8321018707750354,11380,1507,93,Yes,Not Elite
University of Delaware,0.7279523743596843,10220,3252,75,Yes,Not Elite
University of Denver,0.6728312037659717,15192,580,67,Yes,Not Elite
University of Detroit Mercy,0.7885652642934197,11130,415,51,Yes,Not Elite
University of Dubuque,0.96875,10430,137,45,Yes,Not Elite
University of Evansville,0.7757633587786259,11800,694,77,Yes,Not Elite
University of Florida,0.7100040176777822,7090,3623,66,No,Elite
University of Georgia,0.7015151515151515,5697,3320,63,No,Not Elite
University of Hartford,0.7951190710490061,14220,1194,66,Yes,Not Elite
University of Hawaii at Manoa,0.7270949720670391,4460,1627,54,No,Not Elite
University of Illinois - Urbana,0.7799718856683847,7560,5705,81,No,Elite
University of Illinois at Chicago,0.6830868320610687,7230,2710,34,No,Not Elite
University of Indianapolis,0.8581035642232683,11120,388,69,Yes,Not Elite
University of Kansas,0.6482107471733303,6994,3681,57,No,Not Elite
University of La Verne,0.606762680025047,13540,226,47,Yes,Not Elite
University of Louisville,0.6399413858069918,6540,1823,31,No,Not Elite
University of Maine at Farmington,0.6647350993377483,6810,438,59,No,Not Elite
University of Maine at Machias,0.8367346938775511,6600,172,64,No,Not Elite
University of Maine at Presque Isle,0.8264642082429501,6600,235,35,No,Not Elite
University of Maryland at Baltimore County,0.6076364488170531,8594,985,55,No,Not Elite
University of Maryland at College Park,0.7217324377273999,8723,3409,63,No,Not Elite
University of Massachusetts at Amherst,0.8598143787228147,8566,3816,68,No,Not Elite
University of Massachusetts at Dartmouth,0.775918733193905,6919,1006,56,No,Not Elite
University of Miami,0.7562482448750351,16500,1643,59,Yes,Not Elite
University of Michigan at Ann Arbor,0.6756474519632414,15732,4893,87,No,Elite
University of Minnesota at Duluth,0.745706106870229,8828,1656,53,No,Not Elite
University of Minnesota at Morris,0.5994513031550068,9843,588,51,No,Elite
University of Minnesota Twin Cities,0.5787045413425005,8949,3524,45,No,Not Elite
University of Mississippi,0.8800728407908429,4916,1669,53,No,Not Elite
University of Missouri at Columbia,0.7053544265287496,9057,2940,58,No,Not Elite
University of Missouri at Rolla,0.9728289824187534,9057,823,49,No,Not Elite
University of Missouri at Saint Louis,0.7051915945611866,7246,479,48,No,Not Elite
University of Mobile,0.7323008849557522,6150,269,52,Yes,Not Elite
University of Montevallo,0.6602516654330126,4440,570,51,No,Not Elite
University of Nebraska at Lincoln,0.9563485741596304,5595,3526,53,No,Not Elite
University of New England,0.6203473945409429,11450,265,64,Yes,Not Elite
University of New Hampshire,0.7835897435897435,11180,2529,75,No,Not Elite
University of North Carolina at Asheville,0.5571997723392146,5972,394,37,No,Not Elite
University of North Carolina at Chapel Hill,0.41004384762948753,8400,3331,83,No,Elite
University of North Carolina at Charlotte,0.7652938135447183,7248,1730,62,No,Not Elite
University of North Carolina at Greensboro,0.7963783471392796,8677,1500,53,No,Not Elite
University of North Carolina at Wilmington,0.6351507165211662,7558,1449,55,No,Not Elite
University of North Dakota,0.8098667626935542,5634,1652,49,No,Not Elite
University of North Florida,0.6961111111111111,6634,560,47,No,Not Elite
University of North Texas,0.6195110909913988,4104,2049,35,No,Not Elite
University of Northern Colorado,0.7245931283905968,7731,1697,40,No,Not Elite
University of Northern Iowa,0.815395752895753,6197,1853,77,No,Not Elite
University of Notre Dame,0.4805194805194805,16850,1906,97,Yes,Elite
University of Oklahoma,0.837022981235505,5173,2233,44,No,Not Elite
University of Oregon,0.7799791449426486,10602,2546,54,No,Not Elite
University of Pennsylvania,0.42213974503792157,17020,2464,93,Yes,Elite
University of Pittsburgh-Main Campus,0.7434195201490799,10786,2503,66,No,Not Elite
University of Portland,0.8447098976109215,12040,419,72,Yes,Not Elite
University of Puget Sound,0.6988130563798219,16230,688,63,Yes,Elite
University of Rhode Island,0.8037954993259359,10330,1968,63,No,Not Elite
University of Richmond,0.46130346232179226,14500,756,100,Yes,Not Elite
University of Rochester,0.6271959844855122,17840,1243,80,Yes,Elite
University of San Diego,0.6952211489578037,13600,886,66,Yes,Not Elite
University of San Francisco,0.746313963573287,13226,538,62,Yes,Not Elite
University of Sci. and Arts of Oklahoma,0.9824561403508771,3687,208,43,No,Not Elite
University of Scranton,0.6580183404160144,11584,910,92,Yes,Not Elite
University of South Carolina at Aiken,0.660377358490566,5800,377,48,No,Not Elite
University of South Carolina at Columbia,0.755881970622644,8074,2328,63,No,Not Elite
University of South Florida,0.6161549611279483,6760,1876,47,No,Not Elite
University of Southern California,0.6949055523755009,17230,2477,68,Yes,Not Elite
University of Southern Colorado,0.8843683083511777,7100,605,36,No,Not Elite
University of Southern Indiana,0.8965952080706179,4973,1292,38,No,Not Elite
University of Southern Mississippi,0.7171929824561404,4652,1046,45,No,Not Elite
University of St. Thomas MN,0.8784637822070978,11712,828,89,Yes,Not Elite
University of St. Thomas TX,0.7486631016042781,8550,185,62,Yes,Not Elite
University of Tennessee at Knoxville,0.7188545430215443,5764,3013,53,No,Not Elite
University of Texas at Arlington,0.7799451386772326,4422,1448,29,No,Not Elite
University of Texas at Austin,0.6488611713665944,5130,5329,65,No,Not Elite
University of Texas at San Antonio,0.7351197533791796,4104,1686,50,No,Not Elite
University of the Arts,0.7227926078028748,12520,290,57,Yes,Not Elite
University of the Pacific,0.8121187474583164,16320,582,65,Yes,Not Elite
University of the South,0.6685121107266436,15350,326,82,Yes,Not Elite
University of Tulsa,0.9094626168224299,11750,696,47,Yes,Not Elite
University of Utah,0.8814524043179588,6857,2400,37,No,Not Elite
University of Vermont,0.7840271434164165,15516,1735,79,No,Not Elite
University of Virginia,0.3397059751403874,12212,2678,95,No,Elite
University of Washington,0.5510236096948781,8199,3343,65,No,Not Elite
University of West Florida,0.8048780487804879,6172,472,53,No,Not Elite
University of Wisconsin-Stout,0.7581951407635943,6704,1030,65,No,Not Elite
University of Wisconsin-Superior,1,7032,342,36,No,Not Elite
University of Wisconsin-Whitewater,0.8452272727272727,6950,1472,67,No,Not Elite
University of Wisconsin at Green Bay,0.8048982980489829,6900,759,46,No,Not Elite
University of Wisconsin at Madison,0.7336420374471512,9096,4631,72,No,Not Elite
University of Wisconsin at Milwaukee,0.721205186880244,8786,1930,38,No,Not Elite
University of Wyoming,0.7471660916707737,5988,1073,45,No,Not Elite
Upper Iowa University,0.6817496229260935,8840,192,78,Yes,Not Elite
Ursinus College,0.7333809864188706,14900,308,79,Yes,Not Elite
Ursuline College,0.8,9600,86,68,Yes,Not Elite
Valley City State University,0.9347826086956522,4286,212,40,No,Not Elite
Valparaiso University,0.832289156626506,11800,520,95,Yes,Not Elite
Vanderbilt University,0.6019766397124887,17865,1499,83,Yes,Elite
Vassar College,0.5287323943661972,18920,653,90,Yes,Elite
Villanova University,0.7201959015337028,15925,1477,96,Yes,Not Elite
Virginia Commonwealth University,0.7046141446705622,10217,1567,45,No,Not Elite
Virginia State University,0.8144192256341789,5587,704,31,No,Not Elite
Virginia Tech,0.7458630346232179,10260,4277,73,No,Not Elite
Virginia Union University,0.8716838115863562,7384,453,30,Yes,Not Elite
Virginia Wesleyan College,0.6122448979591837,10900,287,68,Yes,Not Elite
Viterbo College,0.8006182380216383,9140,271,73,Yes,Not Elite
Voorhees College,0.6866894197952218,4450,188,58,Yes,Not Elite
Wabash College,0.77875,12925,256,72,Yes,Not Elite
Wagner College,0.7168079096045198,13500,417,75,Yes,Not Elite
Wake Forest University,0.4225401872460696,13850,903,89,Yes,Elite
Walsh University,0.815018315018315,8670,477,68,Yes,Not Elite
Warren Wilson College,0.7068181818181818,1e4,112,63,Yes,Not Elite
Wartburg College,0.8724614134849715,11600,345,67,Yes,Not Elite
Washington and Jefferson College,0.842911877394636,16260,334,86,Yes,Not Elite
Washington and Lee University,0.3306184012066365,13750,425,90,Yes,Elite
Washington College,0.7791563275434243,15276,214,65,Yes,Not Elite
Washington State University,0.8928134556574924,8200,2440,56,No,Not Elite
Washington University,0.687091716749412,18350,1254,90,Yes,Elite
Wayne State College,1,2700,724,52,No,Not Elite
Waynesburg College,0.8218487394957983,8840,324,63,Yes,Not Elite
Webber College,0.5107142857142857,5590,79,90,Yes,Not Elite
Webster University,0.6947368421052632,9160,226,48,Yes,Not Elite
Wellesley College,0.431433506044905,18345,579,91,Yes,Elite
Wells College,0.7547169811320755,14900,130,69,Yes,Not Elite
Wentworth Institute of Technology,0.8493243243243244,9850,452,64,Yes,Not Elite
Wesley College,0.823469387755102,9890,350,84,Yes,Not Elite
Wesleyan University,0.41345347862531434,19130,712,92,Yes,Elite
West Chester University of Penn.,0.5442940633651184,7844,1372,52,No,Not Elite
West Liberty State College,0.9123711340206185,4470,478,60,No,Not Elite
West Virginia Wesleyan College,0.8939974457215837,14200,483,67,Yes,Not Elite
Western Carolina University,0.7813275434243176,6390,1057,55,No,Not Elite
Western Maryland College,0.816597510373444,14510,278,60,Yes,Not Elite
Western Michigan University,0.7844442020290171,6940,2738,55,No,Not Elite
Western New England College,0.8915151515151515,8994,409,59,Yes,Not Elite
Western State College of Colorado,0.6006661732050333,5918,604,52,No,Not Elite
Western Washington University,0.6422134102379236,8124,1549,61,No,Not Elite
Westfield State College,0.6935483870967742,5542,825,65,No,Not Elite
Westminster College MO,0.8353474320241692,10720,184,62,Yes,Not Elite
Westminster College,0.8694779116465864,12065,377,80,Yes,Not Elite
Westminster College of Salt Lake City,0.7851690294438386,8820,213,50,Yes,Not Elite
Westmont College,0.7505263157894737,14320,351,87,No,Not Elite
Wheaton College IL,0.6424581005586593,11480,548,85,Yes,Elite
Westminster College PA,0.7899884925201381,18460,417,71,Yes,Not Elite
Wheeling Jesuit College,0.8361018826135105,10500,213,72,Yes,Not Elite
Whitman College,0.5362708221386352,16670,359,72,Yes,Not Elite
Whittier College,0.635930993456276,16249,344,52,Yes,Not Elite
Whitworth College,0.8260481712756468,12660,372,80,Yes,Not Elite
Widener University,0.6975222066386162,12350,502,63,Yes,Not Elite
Wilkes University,0.8773758430410791,11150,434,67,Yes,Not Elite
Willamette University,0.8003618817852834,14800,395,68,Yes,Not Elite
William Jewell College,0.8250377073906485,10060,315,59,Yes,Not Elite
William Woods University,0.9275053304904051,10535,227,52,Yes,Not Elite
Williams College,0.2974199713330148,19629,526,99,Yes,Elite
Wilson College,0.7784431137724551,11428,46,67,Yes,Not Elite
Wingate College,0.8208232445520581,7820,383,91,Yes,Not Elite
Winona State University,0.6156390977443609,4200,1301,58,No,Not Elite
Winthrop University,0.7780172413793104,6400,769,59,No,Not Elite
Wisconsin Lutheran College,0.8421052631578947,9100,75,50,Yes,Not Elite
Wittenberg University,0.8787266296109146,15948,575,78,Yes,Not Elite
Wofford College,0.6229180546302465,12680,273,75,Yes,Elite
Worcester Polytechnic Institute,0.8359826589595376,15884,682,82,Yes,Not Elite
Worcester State College,0.6895766954938553,6797,543,40,No,Not Elite
Xavier University,0.9213884635017866,11520,695,83,Yes,Not Elite
Xavier University of Louisiana,0.9132093466857415,6900,695,49,Yes,Not Elite
Yale University,0.22914525922466136,19840,1317,99,Yes,Elite
York College of Pennsylvania,0.6206088992974239,4990,691,99,Yes,Not Elite
